0:1121,34.66667,1327
2:1154,15.66667,1400
0:1372,43.66667,1237
3:1303,41.66667,1332
0:1222,29,1353
2:1328,22.66667,1370
3:1382,34.66667,1400
1:1561,15.66667,1220
2:1534,16.33333,1240
3:1568,20.66667,1242
2:1526,37.33333,1293
1:1443,43.33333,1326
2:1528,37.66667,1351
1:1554,36.66667,1354
0:1485,44,1361
3:1615,50.66667,1264
2:1790,16,1269
3:1633,60,1303
0:1746,51.33333,1306
3:1613,47,1350
2:1815,22.33333,1212
1:1802,12.66667,1227
2:1812,16,1337
3:1804,24.66667,1373
3:1833,16,1397
0:129,41.33333,1407
0:153,37.33333,1416
1:122,35.66667,1477
0:37,23.33333,1522
1:75,51,1581
2:285,13,1547
0:274,14.66667,1578
2:308,25.33333,1580
3:479,27.33333,1472
1:545,26.33333,1473
1:477,28.66667,1478
3:583,19,1481
0:557,25.33333,1489
3:570,19,1529
2:581,13,1561
2:430,38,1569
0:610,17,1415
1:624,17,1422
3:769,23.66667,1440
3:705,20,1462
0:752,21.33333,1462
1:849,19.33333,1402
1:858,17.66667,1427
1:955,17.66667,1439
0:945,22.33333,1494
2:956,37.66667,1523
0:873,28.66667,1531
3:949,35,1583
1:997,39.66667,1588
2:1129,17.66667,1427
1:1020,47,1432
1:1181,18.66667,1444
2:1019,53,1457
1:1113,17.33333,1521
1:1124,16.66667,1537
2:1108,18,1564
3:1062,34.66667,1573
1:1044,37.66667,1589
1:1255,20.66667,1405
0:1340,17.66667,1410
2:1302,23,1436
0:1253,18.66667,1442
1:1217,18.33333,1511
0:1227,33.66667,1598
0:1369,31,1599
3:1459,27.66667,1402
2:1413,25.66667,1438
2:1541,41,1445
0:1555,35.66667,1465
2:1520,27,1468
1:1570,33.33333,1499
3:1505,26.33333,1550
1:1642,53.66667,1409
2:1684,53,1419
2:1619,50.33333,1440
1:1690,50.33333,1445
0:1770,24,1559
0:1635,33.66667,1568
1:1622,23,1582
2:1751,16.66667,1584
1:1628,24,1585
0:1618,21,1591
3:1818,22.66667,1434
2:1920,12,1479
1:1875,15.66667,1493
1:1824,40.33333,1518
2:1906,12,1548
1:1877,22,1600
2:145,42.66667,1620
1:127,46,1640
2:127,56.33333,1684
1:15,16.33333,1745
0:106,34.66667,1763
3:165,42,1772
1:128,35,1795
0:352,25,1649
2:266,34,1655
1:245,25.33333,1660
3:235,35,1662
0:327,33.66667,1666
3:241,28.33333,1675
1:326,33.66667,1705
2:295,39.33333,1723
3:271,36.33333,1784
2:366,42.66667,1786
3:239,42,1791
1:490,20.66667,1606
1:469,22,1613
2:569,12.66667,1638
3:599,18,1747
1:615,10.66667,1616
3:694,10.66667,1619
1:731,12.33333,1647
3:762,12,1682
0:795,17,1695
1:625,12.33333,1698
3:689,25.33333,1760
3:929,19,1625
0:837,26,1656
2:814,24.66667,1665
0:882,16.66667,1704
0:860,20.66667,1721
3:944,23,1727
1:865,17.66667,1770
0:899,18.66667,1800
0:1035,32.33333,1614
1:1003,33.66667,1641
2:1115,46.66667,1652
0:1004,28.33333,1656
0:1036,26.66667,1668
0:1164,54,1715
2:1200,52.33333,1719
2:1023,36.33333,1759
1:1240,35.66667,1603
0:1269,36.66667,1605
3:1243,36.33333,1606
3:1308,39.33333,1608
0:1279,39.66667,1612
3:1255,45.33333,1649
2:1382,41.66667,1651
3:1254,36.66667,1677
0:1257,35.66667,1707
3:1324,41.66667,1710
0:1322,41.33333,1734
3:1332,41.33333,1738
3:1287,41.66667,1741
2:1287,42,1746
1:1219,45,1750
1:1303,39.66667,1758
2:1533,16.33333,1716
2:1412,45,1721
2:1486,26,1738
3:1445,34.33333,1785
1:1722,16,1603
2:1632,15.33333,1630
0:1728,15,1668
2:1720,15,1678
3:1646,15.33333,1733
0:1724,15,1742
1:1827,18.66667,1625
1:1859,13.33333,1681
2:1866,12.66667,1682
1:43,19,1812
2:65,19,1813
2:148,25.33333,1822
0:6,14.66667,1841
0:197,28.33333,1865
1:103,19.66667,1879
1:187,31.66667,1892
0:60,18,1930
3:181,35,1962
0:193,35,1990
2:340,55.66667,1801
2:289,43.66667,1893
1:286,43.66667,1916
2:352,55.33333,1934
2:447,30.33333,1811
1:576,20.33333,1842
1:516,35,1865
0:434,42.66667,1899
2:439,41.33333,1924
1:439,31.66667,1930
1:513,26.33333,1944
2:515,23,1962
2:661,21,1808
3:611,19.66667,1812
1:625,19.33333,1835
0:631,19.33333,1887
1:604,18.33333,1905
0:774,34.33333,1938
0:791,31,1939
2:670,15,1950
2:881,24.33333,1804
0:888,21.33333,1812
1:966,23,1825
1:871,20,1834
1:871,20.66667,1841
3:864,19.33333,1844
3:978,21.66667,1850
0:917,19.33333,1906
0:852,20.66667,1923
0:861,32,1968
3:883,32,1970
3:1127,17.66667,1839
2:1171,26,1848
0:1196,20.33333,1878
0:1171,22,1894
0:1084,24,1899
2:1077,31,1942
0:1031,16,1964
0:1149,16,1993
3:1386,20.66667,1833
0:1267,20.33333,1885
0:1212,18.33333,1921
1:1322,36.66667,1927
3:1288,25,1955
1:1440,37,1822
0:1486,36.33333,1848
3:1568,17.33333,1851
0:1560,15,1908
3:1492,15.33333,1987
1:1676,14,1822
3:1654,15.33333,1904
0:1651,16,1942
1:1679,15.33333,1942
1:1626,16.33333,1969
3:1885,15,1891
2:1899,15.33333,1946
