1:892,40.33333,160
1:957,50.33333,169
1:804,31,179
3:960,50.33333,179
2:920,44.66667,186
3:854,39.33333,191
1:851,39.33333,198
0:811,36,200
1:1043,19.66667,17
1:1056,28.33333,21
0:1002,27.33333,25
2:1097,29.33333,36
1:1072,30,75
1:1047,42.33333,90
2:1131,34.66667,98
3:1041,42.66667,102
3:1149,34.66667,102
0:1169,43.33333,119
1:1186,42.66667,122
1:1016,58.33333,159
3:1021,60,161
0:1200,63,177
3:1198,62.66667,178
1:1138,64,179
2:1185,61.66667,184
3:1189,61.66667,189
3:1050,59.33333,190
1:1076,59.66667,193
2:1160,66.33334,198
3:1270,44.66667,51
3:1394,18.66667,52
1:1357,46.33333,56
3:1286,46.66667,57
2:1219,41.33333,86
2:1344,43.33333,93
1:1319,52.66667,97
3:1210,40,101
0:1241,54,103
3:1229,52.33333,111
3:1354,44.66667,117
1:1351,44,131
3:1274,59.33333,139
2:1211,56.33333,140
1:1266,60.66667,146
3:1317,55.33333,146
0:1289,61.33333,152
2:1351,44,154
2:1286,60.33333,156
0:1229,60.33333,158
2:1201,62.33333,170
1:1351,50.66667,172
3:1254,59,177
0:1319,60,179
0:1250,59.33333,184
2:1340,61,186
1:1395,54.66667,186
3:1386,56.33333,192
3:1348,63,194
1:1287,60.66667,198
1:1524,37,33
3:1463,13,45
2:1486,41.66667,65
3:1495,42,67
3:1562,41.33333,76
2:1558,41.66667,79
1:1447,42.33333,85
2:1518,40,85
0:1531,40.66667,86
0:1489,40.66667,88
2:1540,13,99
3:1578,40,109
1:1434,44,112
3:1569,34.66667,137
2:1416,47,138
0:1565,25.66667,150
3:1464,28.33333,152
0:1598,34.66667,154
3:1465,27,155
2:1591,33.66667,156
3:1452,34.66667,158
0:1580,26,158
1:1433,49.66667,164
2:1558,20,166
0:1483,19,169
1:1554,19.66667,170
3:1560,19.66667,174
2:1519,16.33333,177
3:1509,16,178
2:1547,18.66667,179
0:1454,40.33333,182
2:1466,30.33333,182
2:1535,18,186
2:1513,17.66667,188
0:1521,17.66667,188
2:1577,21.66667,189
3:1551,23,196
3:1589,18.66667,197
2:1474,34.33333,198
1:1569,22.33333,199
3:1737,18,3
2:1686,14,22
0:1715,22.33333,31
1:1678,13,48
0:1689,24.66667,71
0:1687,24.66667,82
3:1686,22.66667,93
3:1678,24.33333,99
3:1664,24.33333,102
2:1601,40,104
1:1656,24.33333,109
1:1628,37.66667,123
3:1646,36,136
1:1692,28,136
1:1681,34.33333,142
1:1628,36.33333,150
3:1643,36,153
1:1603,34.66667,156
0:1641,35.66667,156
3:1792,36.66667,159
1:1609,34.33333,160
2:1788,36.33333,160
2:1694,36,164
1:1721,40.33333,180
1:1627,27.66667,190
2:1785,35,198
0:1641,29,200
2:1670,32,200
0:1895,22.66667,57
3:1860,22.66667,60
0:1855,22.66667,83
1:1857,22.66667,83
2:1847,15.33333,103
2:1884,15,149
1:1855,15.66667,151
3:1845,17.66667,161
3:1838,40.33333,169
0:1934,15,170
3:1865,16.66667,184
0:1915,16,197
3:29,73,202
0:38,69.66666,204
3:42,66,205
1:29,74.33334,209
3:118,53.66667,218
1:136,52.66667,219
1:28,71,223
1:119,53.66667,224
1:0,74.33334,225
0:108,53.33333,240
0:176,45.66667,241
0:51,63,242
1:148,51.33333,245
2:96,54.66667,252
0:94,55,255
3:53,63.66667,256
0:154,47.66667,257
1:49,68.33334,260
3:133,53.33333,268
0:181,44.66667,271
1:125,52.66667,279
0:29,74.66666,299
2:100,52,301
0:130,49,301
2:31,73.66666,303
2:73,62.33333,308
3:69,62.33333,309
2:51,69.33334,310
0:127,46.66667,312
3:158,46,315
3:24,69.66666,316
1:2,63,318
0:150,45,321
2:92,54.33333,322
0:183,44,324
0:19,66.66666,326
0:158,46.66667,327
0:0,61,348
0:115,43,352
1:51,57,355
1:121,43.66667,356
3:38,56.33333,358
1:120,43.66667,359
3:6,55.66667,362
2:169,44.33333,371
2:118,48.33333,377
3:162,44.33333,379
1:26,46.33333,381
0:131,51.66667,381
2:49,42.33333,398
3:107,51.33333,399
3:25,46,400
1:252,44.66667,203
0:321,53,206
2:396,55,211
0:226,44.33333,212
1:335,58,212
1:400,54,217
3:274,46.33333,223
3:214,44.33333,237
3:340,47.66667,246
1:369,46.33333,246
1:369,46.33333,247
2:396,45.66667,249
0:259,44.33333,260
0:264,44.33333,273
3:258,44.33333,279
0:222,44,280
0:263,44.33333,280
0:252,44,281
2:386,36.33333,284
2:285,44.66667,286
1:349,37.33333,294
0:247,44,298
3:284,44.33333,298
0:289,44,300
2:394,28.66667,303
3:235,44,308
3:237,44,312
3:394,16.66667,312
2:212,44.66667,313
0:354,33,316
3:240,44,319
1:209,44.66667,320
0:218,44.33333,321
0:366,29.33333,331
2:317,44.33333,342
2:209,44.33333,348
0:230,44.66667,349
2:329,44,357
2:227,44.33333,364
2:269,44.33333,395
0:379,28.33333,396
1:562,30.33333,220
0:422,48.66667,221
0:572,30,221
2:558,30.33333,224
0:583,30.33333,229
0:405,52.33333,230
0:544,28.33333,230
2:431,46,231
3:593,34.66667,234
3:503,34.33333,252
1:495,35,254
1:551,32.33333,258
1:438,39.66667,260
1:597,38.66667,263
1:469,39,270
0:479,38.66667,276
1:432,39.66667,282
1:475,43.66667,282
0:472,44.33333,286
3:480,47.66667,293
0:414,14.33333,305
2:562,47.33333,307
0:450,40,310
1:580,47,315
1:482,49,316
2:581,45.66667,317
2:434,36.66667,326
1:465,41.66667,329
3:585,41.66667,332
3:568,44.66667,341
2:465,39,346
0:445,33.66667,364
1:551,50.33333,366
0:408,31,368
3:510,46.33333,377
3:487,41,381
3:589,37.66667,382
3:462,36.66667,383
2:542,49.33333,388
2:475,38,393
0:548,48.66667,395
1:678,34.66667,200
2:753,37.66667,205
1:734,37,218
3:610,35,232
3:739,37.33333,232
1:720,30.66667,238
3:682,39,246
0:603,37,247
0:707,42.33333,265
2:623,46,281
0:718,43,282
2:681,43.66667,285
1:722,41,285
3:714,44.33333,287
2:630,46.33333,289
2:730,27.66667,308
0:641,35,309
0:671,17,312
3:610,36.66667,319
1:753,37.33333,325
0:613,32.66667,329
2:659,33,330
3:771,37.33333,335
2:779,37,336
0:715,30.66667,339
2:790,37.33333,345
3:687,38.33333,350
0:785,37,357
1:800,38,369
1:794,37.66667,370
1:630,29.66667,373
3:679,37.33333,378
3:731,37.33333,380
2:689,37.33333,381
1:708,37.33333,381
2:722,37.33333,386
1:771,39.33333,391
0:901,44.33333,203
0:974,54,205
3:830,38,210
1:879,41.66667,218
0:914,42.66667,219
0:921,45.33333,244
0:830,39.33333,247
1:842,40.33333,249
2:832,39.66667,252
3:980,55.66667,256
1:820,38.33333,259
1:930,45.66667,274
1:858,44,296
0:987,57.66667,299
2:860,41.66667,304
0:969,50.33333,314
1:914,44,317
0:984,55.33333,357
1:908,37,377
3:837,37.66667,382
3:955,48.66667,384
1:862,38,391
2:981,58,393
1:913,38,394
3:993,59.66667,394
3:848,37.66667,395
1:1102,59.33333,208
2:1034,60,209
3:1129,60.66667,212
2:1072,59.33333,221
0:1139,59.33333,226
0:1155,58,227
3:1158,57.66667,227
2:1125,59.33333,232
2:1029,59,242
0:1147,59,252
3:1092,64,254
3:1168,59,255
2:1096,60,272
3:1157,58.66667,273
1:1061,59.66667,277
3:1174,60.33333,289
0:1104,59.33333,297
0:1037,58.66667,308
3:1086,59.66667,311
2:1132,59.66667,314
2:1118,59.33333,317
2:1146,59.33333,317
2:1163,59.33333,337
3:1123,62.66667,338
1:1179,61.66667,341
2:1095,65,348
1:1087,60.33333,365
1:1076,54.66667,367
0:1084,59,375
0:1092,58.33333,381
0:1056,50.33333,384
2:1094,59.33333,387
0:1171,59.66667,389
1:1101,59.33333,390
2:1193,65,390
0:1040,47.33333,394
2:1046,51,394
3:1062,56,394
1:1321,67,210
2:1345,69.66666,214
1:1338,71,218
1:1319,71.33334,227
3:1307,71,230
0:1240,63,233
0:1224,62.33333,246
0:1393,69.66666,270
2:1372,72.66666,289
1:1264,70.33334,290
0:1311,85,305
0:1248,70,314
3:1272,73.66666,316
0:1261,73.33334,335
1:1301,84.33334,335
2:1238,70.33334,337
3:1336,60.33333,340
2:1213,65.66666,343
3:1361,85,344
3:1231,70,346
1:1223,72,354
3:1312,83.33334,363
1:1285,79,373
1:1334,77.33334,379
0:1250,69,387
2:1227,71.33334,397
1:1544,23,201
2:1475,34.66667,205
0:1473,36.33333,206
2:1590,18.33333,211
1:1483,34,213
1:1537,23.66667,214
0:1575,24.66667,226
3:1587,18.66667,226
3:1548,25,232
2:1560,25.66667,235
1:1455,55.33333,241
0:1599,19.66667,244
1:1417,70.66666,254
0:1508,46,260
0:1403,69.33334,263
2:1435,68,266
3:1582,26.66667,271
2:1489,54,275
2:1496,53,276
3:1583,32.66667,284
2:1582,34.33333,295
0:1466,61.66667,299
1:1529,43,303
0:1573,38.33333,309
3:1409,67.66666,310
1:1509,53,310
1:1440,70,311
1:1505,52.33333,311
0:1405,68.33334,312
2:1588,35.66667,318
3:1549,41.33333,319
2:1568,30,319
3:1497,51,321
2:1572,30.33333,322
0:1410,68.66666,327
2:1449,67,330
2:1466,62,332
2:1436,69.66666,336
1:1540,40,341
2:1584,20.33333,341
0:1560,29.66667,342
3:1413,69.33334,345
2:1514,45.66667,351
0:1490,53.33333,358
2:1590,17,359
1:1495,52,367
3:1465,61.33333,368
1:1585,21.66667,372
0:1534,34,374
2:1593,20.66667,374
3:1416,69.66666,376
3:1408,69.33334,378
1:1550,32.33333,384
3:1502,48.66667,387
2:1408,69,391
0:1592,30,396
2:1622,24,209
3:1625,24,211
3:1607,19,220
3:1721,38,220
3:1674,30.66667,222
3:1624,20.33333,232
2:1627,20.66667,233
2:1645,23.66667,233
1:1646,24,233
0:1723,36.66667,233
0:1710,35,237
2:1717,35,238
3:1733,35.33333,245
3:1611,20,255
3:1681,29.33333,257
1:1629,20.33333,259
3:1633,21.33333,267
3:1757,35,273
1:1759,35.33333,273
1:1682,25.66667,283
2:1608,27.66667,306
3:1798,32,306
3:1682,23,316
2:1623,21.66667,332
1:1711,24.66667,332
0:1798,27,336
3:1738,29.66667,337
0:1791,26.33333,347
0:1609,17.33333,354
3:1679,23.33333,357
1:1627,16.66667,371
3:1779,24.33333,382
3:1696,24,384
1:1791,19,384
2:1703,24,390
1:1763,20.33333,394
1:1798,15.66667,396
3:1929,15.33333,229
2:1817,40.33333,232
3:1841,31.33333,235
3:1839,32.66667,238
0:1927,15.66667,241
0:1923,15.33333,258
3:1865,16.33333,273
2:1817,28.66667,284
1:1805,35,289
2:1893,15.66667,292
2:1805,29.33333,296
0:1905,14.66667,304
0:1830,16.33333,312
2:1828,16.33333,328
2:1813,22.66667,331
1:1846,13.66667,335
0:1801,20.66667,362
1:1808,16,372
3:1864,13.66667,375
2:1904,10.33333,382
2:1918,12.66667,397
1:1838,16,398
2:141,47.66667,405
1:157,45.33333,407
3:100,51,409
0:186,44.66667,421
3:144,48.33333,427
3:80,45,433
0:78,46,435
3:76,48,438
1:125,55,440
1:180,45.33333,452
1:3,53.33333,454
3:159,48,461
3:178,44.33333,465
3:159,48.66667,469
0:86,51.33333,474
1:116,52.66667,474
3:47,53.66667,482
1:97,50.33333,494
3:52,54,495
2:145,50.33333,495
3:63,52,496
3:115,51.66667,498
3:90,49.66667,501
1:116,49.66667,508
3:21,54,509
3:68,48.33333,520
0:31,52,521
2:104,48.66667,523
0:23,54,524
2:140,41,530
0:140,20,540
1:0,50.66667,543
3:31,47.66667,548
0:95,47,550
2:79,46.33333,562
1:96,25.66667,573
2:43,40,580
2:29,40.33333,583
2:4,39.33333,586
0:187,29.66667,591
0:280,45,402
1:392,29.66667,404
3:248,44,407
1:264,44.66667,408
1:398,30,409
1:224,43.66667,411
3:248,44.33333,412
0:354,27.33333,422
2:271,44,423
3:255,44.33333,432
3:247,43.66667,440
1:387,29,455
2:383,29.33333,460
3:318,14.66667,485
2:314,14.33333,489
3:387,29,495
3:392,29.33333,502
3:313,29.33333,506
0:400,29.66667,527
2:297,29.66667,541
3:200,29.66667,559
1:284,29.66667,563
2:396,30.33333,570
2:400,30.66667,573
3:202,29.66667,575
0:298,31.66667,582
3:359,31.33333,585
0:265,30.33333,588
3:208,29.66667,600
2:491,41,400
3:432,32,406
2:419,30.33333,415
0:455,34.33333,417
3:403,30,418
0:556,42.66667,430
0:540,46.33333,433
1:467,35.66667,434
0:474,36.66667,435
2:561,39.33333,438
3:473,36,439
2:522,42,450
1:544,40.66667,451
0:552,38.33333,457
3:551,38.33333,458
0:456,33.66667,466
3:547,37,477
0:521,36,480
2:462,33.66667,488
2:437,32.33333,494
0:599,35.66667,500
3:599,35.66667,502
2:563,37,518
0:581,39,525
0:526,34,538
1:495,31,539
2:430,29,545
3:500,31.66667,546
0:419,29,551
2:558,41.33333,557
1:519,36,565
1:519,36,572
3:455,29.33333,573
3:423,30,579
3:454,29.33333,583
2:504,33.66667,585
0:525,37,589
3:512,35,599
3:670,22.33333,400
0:654,30.33333,403
2:740,37.66667,403
2:732,38,405
3:618,17,411
3:620,17,415
1:710,37,415
1:628,17,418
1:717,37,424
2:639,32.33333,426
3:694,37.33333,430
0:736,37.66667,432
1:677,37.33333,436
2:655,37,449
0:704,37.33333,453
0:771,37,457
3:781,33.66667,457
1:651,36.66667,458
2:617,30.33333,460
2:729,37.66667,461
0:736,38,465
1:631,29.33333,470
2:672,37,473
1:662,37.33333,474
1:682,37.33333,482
1:694,37.33333,484
2:750,37.66667,489
2:650,33,497
2:644,33,506
3:637,28.33333,514
1:668,37,520
0:743,38,521
2:617,31.66667,522
2:734,37.33333,534
0:711,37.33333,537
0:680,31.66667,546
3:690,34.66667,546
1:626,31,557
3:627,30.66667,557
0:749,33.66667,567
0:627,33.33333,572
3:609,38,573
1:644,34.66667,581
1:691,31.33333,582
1:727,32,597
0:854,37.66667,400
1:964,49,405
1:931,33.66667,412
3:860,37.33333,418
3:844,37.33333,419
3:972,50.33333,419
1:888,37.33333,429
0:981,52.33333,449
1:828,37,453
3:906,18.66667,457
3:950,44,460
0:834,37.66667,465
2:859,37.33333,465
1:833,38,467
0:879,37.33333,467
1:886,38,469
1:906,22,470
1:890,37.33333,472
0:821,37.33333,474
3:896,34.66667,476
1:968,46.66667,477
3:829,38,479
2:853,37.33333,485
1:972,45.66667,490
1:838,37.66667,495
3:919,37.33333,503
1:867,37.33333,508
3:975,48,513
1:844,37.33333,516
0:946,42,516
1:865,37.33333,520
2:855,37.33333,525
3:911,38.66667,526
1:927,37.33333,528
0:988,47.66667,529
3:983,48,531
0:922,38,532
0:974,45,539
2:840,37,541
2:821,37.33333,550
1:971,45,553
2:989,48,554
1:820,37.33333,556
0:870,30.66667,564
1:904,34.33333,569
1:892,34.33333,571
0:898,34.33333,571
0:936,35.33333,571
2:851,25.66667,573
3:899,34.33333,577
1:952,35.66667,579
3:914,34.33333,584
1:963,37.33333,587
0:825,32.66667,595
3:951,33.66667,597
3:1148,61,416
0:1001,52.33333,420
3:1168,65.33334,423
1:1086,51,426
2:1195,68.66666,434
1:1050,50,435
1:1079,54,443
0:1142,65.66666,452
2:1174,65,455
1:1004,60.33333,458
3:1066,52.33333,459
2:1089,53.66667,460
1:1046,48.66667,465
1:1176,63.33333,470
2:1078,52.66667,471
0:1162,61.33333,481
2:1130,62.66667,486
2:1036,60,498
3:1120,52.66667,500
0:1128,52,506
2:1010,55.33333,516
3:1114,56.66667,524
2:1146,56.66667,529
2:1161,56.33333,529
3:1198,59.33333,532
3:1002,48.66667,535
3:1159,55.66667,539
0:1095,47.66667,554
1:1117,54.33333,554
3:1022,46.33333,567
3:1136,52.66667,570
0:1180,55.66667,575
3:1106,48,587
1:1052,54.66667,588
3:1156,48,596
1:1319,77.66666,401
2:1304,72.66666,404
0:1248,68.66666,406
0:1301,69.33334,427
3:1241,64,434
3:1298,69.33334,436
2:1203,64.66666,441
0:1226,64.66666,447
2:1302,70,448
0:1215,60.66667,454
1:1368,70.66666,458
0:1335,66.33334,460
0:1306,62.66667,468
2:1247,66.66666,470
0:1250,66,474
3:1310,62.33333,483
0:1320,64,485
0:1381,60.33333,488
0:1385,59,495
2:1223,66.66666,504
3:1287,60.33333,504
0:1222,64.66666,511
2:1322,49.66667,517
0:1258,57,519
0:1313,50,521
1:1326,48.33333,528
3:1290,48.33333,538
3:1256,51.66667,546
1:1316,35,549
1:1306,34.33333,558
1:1400,46,561
3:1336,30.33333,571
3:1277,38.66667,572
2:1237,53,573
0:1362,38.66667,575
1:1395,38.33333,585
1:1373,38.33333,589
1:1319,31.66667,595
0:1585,30.66667,405
3:1535,35.33333,411
1:1498,46.33333,419
0:1596,30.33333,425
1:1593,31,427
1:1492,42,431
3:1428,59.66667,437
2:1492,36.66667,437
3:1520,32.33333,440
1:1417,64.66666,450
1:1564,35,462
2:1411,60,468
1:1539,32.33333,473
0:1499,31.66667,474
2:1497,32,475
2:1529,34.33333,483
1:1486,34.33333,515
0:1541,36,522
1:1525,41.66667,527
2:1557,33,528
3:1504,42,545
3:1411,49.66667,551
0:1459,44.66667,556
2:1559,32,563
1:1487,40.33333,566
0:1552,30.33333,570
1:1578,27.33333,571
0:1592,27.66667,576
1:1519,38,578
2:1556,31,588
0:1473,40.66667,590
3:1583,28,596
0:1570,29,598
2:1620,26.66667,401
0:1777,18.66667,402
1:1621,27,407
3:1625,27.66667,408
3:1633,28.33333,413
1:1676,20.66667,417
3:1708,19.66667,425
2:1728,19.33333,430
1:1658,24.33333,439
0:1785,16,445
3:1767,17.66667,447
3:1738,18,450
2:1784,16,452
0:1631,32.66667,457
3:1730,18.33333,460
3:1796,16,464
1:1743,18.66667,466
0:1664,29,474
3:1705,27.66667,488
0:1694,32.33333,506
0:1695,32,508
0:1662,31.66667,510
3:1729,29,514
3:1703,28,528
1:1774,21.33333,528
0:1639,27.66667,529
1:1634,27.33333,544
3:1602,27.66667,547
1:1733,32.33333,549
2:1679,27,551
3:1646,27.33333,553
3:1748,31.33333,554
1:1786,22.33333,556
2:1601,27.66667,561
3:1768,32.33333,570
0:1773,32,571
2:1734,27.66667,580
0:1680,27,584
3:1800,28.66667,586
2:1645,27.66667,587
3:1763,35,600
1:1853,16.33333,402
1:1808,15.66667,408
1:1887,15.66667,426
0:1935,13.66667,429
3:1873,15.66667,430
1:1858,16.33333,441
0:1852,16,457
3:1847,16.33333,458
1:1824,16,493
1:1864,15.66667,494
1:1927,14,494
3:1922,14.33333,501
1:1836,15.66667,502
1:1921,14,512
1:1868,16,517
1:1862,16,518
2:1892,16,548
1:1822,18.33333,549
1:1868,20.33333,549
1:1860,20.33333,558
2:1811,20.33333,560
2:1833,25.33333,562
1:1858,20,565
1:1883,14.66667,570
1:1820,30,583
3:1827,31.66667,596
2:124,41.66667,607
2:140,42.33333,618
2:135,42.33333,629
3:78,16,630
3:1,21.66667,631
0:162,42,631
0:191,41,634
0:70,35.33333,645
0:53,34.66667,648
1:60,35.66667,656
2:68,35.66667,659
2:6,37.33333,667
1:21,39.33333,685
1:95,41,685
3:131,43,685
3:17,38.66667,689
1:10,38.33333,696
2:78,38.66667,699
1:42,38.33333,707
0:188,45,714
0:188,44,716
1:27,38.33333,718
0:1,38.66667,723
0:19,39.66667,723
2:124,29,723
2:50,32.66667,724
0:149,29,741
1:9,41.66667,743
0:29,40.33333,745
2:81,29,753
3:18,41,755
1:180,29.66667,759
1:39,39.66667,762
1:42,39.33333,763
1:118,30.33333,767
3:135,28.66667,770
0:77,29,787
2:72,29.33333,789
0:130,29,795
3:199,34.33333,797
3:243,30.33333,601
3:332,34.33333,601
0:240,30.66667,602
2:250,31.66667,605
0:363,35,605
2:220,31.33333,615
1:355,36.66667,617
2:350,36.66667,630
3:215,36,631
2:302,36.66667,634
0:348,35.66667,640
2:373,31.66667,644
0:330,34.66667,650
1:384,31,653
1:298,34.66667,655
1:269,36,656
1:234,42,665
2:367,31.33333,667
3:393,31,675
1:358,32.66667,679
0:389,31,679
1:280,36,686
1:234,45.66667,692
1:223,47,694
1:340,33.66667,694
3:202,47.33333,705
1:278,37,720
1:383,29,724
1:224,42.66667,733
2:352,29,735
0:221,37,746
0:250,36.66667,746
1:213,33.66667,752
3:297,31,752
1:260,34.66667,777
2:232,33.33333,781
0:265,34.66667,783
0:371,28.66667,784
3:212,34.66667,785
1:290,29,788
1:337,28,793
1:289,29.33333,794
0:518,35.66667,616
0:515,35.66667,617
2:546,30.66667,629
3:432,30,631
1:573,28.66667,636
1:465,29.66667,640
2:586,27.66667,642
2:574,27.33333,645
0:547,27.33333,652
0:598,17.66667,653
3:533,27,658
0:491,26.66667,672
0:500,26.66667,677
2:434,28.66667,699
3:466,24.33333,702
1:400,30,710
3:441,17,712
0:520,16,714
1:534,16,719
1:477,20.33333,727
2:437,16,728
1:512,16,728
2:477,20,732
2:422,16,733
0:412,16,734
3:490,17.33333,744
1:534,16,746
0:433,16,748
1:574,24.33333,760
0:580,24.33333,763
3:445,16,764
1:487,18,770
1:400,15.66667,771
0:442,16,771
0:487,18,771
1:460,18.33333,772
3:528,16,779
1:505,18.33333,781
0:434,16,787
0:419,16,798
3:475,21,798
1:697,33.33333,611
2:637,34,613
1:683,32.33333,613
1:751,32.66667,621
3:632,31.33333,628
3:681,29.66667,628
3:689,29.33333,629
1:785,30.33333,629
0:763,29.66667,633
0:767,29,636
1:627,16.33333,655
2:776,24.33333,660
1:676,15.66667,676
1:610,15.66667,682
2:613,16,685
1:616,23.66667,702
1:764,19.33333,707
0:671,20,708
2:735,17.33333,712
0:681,21,718
1:770,20,719
0:612,39.33333,720
2:707,16,722
1:750,22.66667,723
0:609,38.66667,724
3:654,26.33333,725
1:706,16,734
3:781,19.33333,738
0:658,26.33333,742
2:683,22.66667,745
2:611,37.66667,752
3:627,34.66667,766
2:756,20.33333,773
1:645,32,780
2:714,20.66667,785
1:776,17.66667,792
1:787,18.33333,795
2:763,16.66667,796
1:736,19,799
1:872,32,607
3:875,31.33333,608
2:972,34.66667,608
0:887,30,610
3:949,31.66667,613
0:904,28.66667,623
1:911,28.33333,623
3:920,26.66667,630
2:948,28.66667,639
2:948,28.33333,641
2:837,27.66667,645
2:968,30.66667,657
0:895,22.33333,677
1:860,21,681
2:863,20.66667,681
2:816,18.66667,693
1:879,19,694
0:844,17.33333,703
3:977,18,706
2:955,19,707
3:966,19.33333,732
3:993,19,732
2:915,18.66667,736
0:880,22.33333,746
0:960,16.66667,748
3:804,17.33333,753
3:917,22.66667,759
1:971,17,760
0:835,23,762
2:909,23.66667,765
3:930,22.33333,767
2:949,18.66667,767
3:926,25,792
1:1121,48,609
2:1116,48,618
3:1133,47.66667,618
3:1160,47.66667,622
2:1153,48.66667,629
1:1035,45,634
3:1002,39,635
3:1135,49,635
3:1078,48.66667,636
2:1076,47.66667,641
1:1020,40.33333,647
2:1145,47.66667,651
0:1068,44.66667,653
2:1026,38.33333,655
1:1013,36,662
0:1057,41,663
1:1169,38.33333,665
0:1088,42,673
0:1182,33.66667,675
1:1188,33.33333,676
1:1077,39,679
1:1061,38.66667,680
2:1198,30.33333,701
3:1159,33.66667,702
1:1018,20,703
0:1153,38,703
1:1046,33.66667,704
2:1044,32.66667,709
0:1111,33.66667,717
0:1137,35,721
3:1114,32,723
0:1110,30.33333,731
0:1053,26,732
3:1034,22.33333,741
2:1080,25,744
2:1075,25,745
1:1049,20.66667,748
0:1048,20.33333,750
3:1028,18.66667,751
0:1054,20.33333,751
0:1187,39,753
2:1069,19.33333,765
2:1166,28,794
1:1049,19.66667,799
0:1201,54,602
3:1355,38,605
1:1346,36.66667,610
0:1293,30.33333,620
0:1258,36.66667,635
1:1235,42.33333,645
1:1326,39.66667,650
3:1378,31,650
0:1220,39.33333,662
0:1280,30.66667,665
0:1235,30.33333,683
2:1361,26.33333,684
2:1223,30,688
1:1272,38,700
2:1243,30.66667,704
2:1294,39.33333,711
2:1288,41.66667,713
0:1394,29.33333,713
3:1210,31,719
0:1218,32.33333,719
1:1359,35.66667,722
3:1360,34.66667,732
2:1348,34,735
2:1269,31.33333,754
0:1368,36.33333,760
2:1329,25.33333,764
3:1381,29.66667,765
2:1288,26,773
2:1413,40.66667,620
1:1410,37,622
0:1573,31.33333,622
2:1419,41.66667,631
0:1418,41,632
2:1555,53.66667,639
0:1553,54,648
2:1487,43.66667,649
0:1453,48.33333,659
2:1549,53.66667,661
0:1582,40,670
0:1476,52.33333,671
3:1454,48,674
2:1406,30.66667,680
2:1599,27,684
0:1433,35.66667,697
3:1538,41.66667,698
0:1507,42.33333,700
2:1421,33,711
3:1529,42.33333,712
1:1527,42.33333,715
0:1413,31,717
1:1583,43.66667,717
2:1573,43.33333,721
0:1477,47.33333,724
2:1468,47,725
3:1477,48,727
3:1531,60.33333,729
1:1547,62,742
1:1582,42,744
1:1553,61.33333,746
1:1463,60.66667,748
3:1461,60.33333,774
0:1505,63.33333,779
2:1588,61.66667,788
3:1582,61.66667,794
0:1654,27.33333,603
0:1787,35.66667,608
0:1683,27.33333,612
0:1716,27.66667,618
0:1604,27.33333,619
3:1729,36.33333,620
3:1707,27.66667,628
3:1767,38.33333,630
0:1789,42,657
2:1612,26.33333,667
2:1668,45,668
1:1613,26.33333,669
3:1736,43.33333,671
3:1693,44.66667,677
3:1794,36,679
2:1634,26,681
1:1686,45,681
0:1742,43.33333,681
